Receptor_measurement1,Receptor_measurement2,Receptor_measurement4,Receptor_measurement5,Wind_speed,Source_Location_X,Source_Location_Y
1.21E-06,0.0059196,0.016894,0.015688,3,183,241
0.00294,0.00091977,0.00049263,1.70E-06,17,70,70
1.75E-05,0.00042761,0.00055011,5.50E-05,16,180,180
0.0014697,0.00068594,0.0004307,3.50E-06,19,100,100
9.08E-21,2.54E-05,0.00037867,0.0025395,5,300,300
0.0060255,0.0016372,0.00081712,1.12E-06,13,108,62
0.0011063,0.00034611,0.00018538,6.41E-07,16,70,70
0.0005107,0.012511,0.016096,0.0016089,4,180,180
0.00096501,0.00045041,0.00028281,2.30E-06,19,100,100
8.51E-21,2.38E-05,0.00035473,0.0023789,12,300,300
5.20E-37,0.0001219,0.001858,0.0045977,9,388,273
0.0021069,0.00065913,0.00035303,1.22E-06,20,70,70
2.28E-05,0.00055814,0.00071805,7.18E-05,19,180,180
0.01241,0.0057921,0.0036368,2.96E-05,8,100,100
2.08E-21,5.81E-06,8.65E-05,0.00058035,14,300,300
7.83E-22,7.55E-05,0.00077804,0.002076,7,334,274
0.00012082,3.78E-05,2.02E-05,7.00E-08,18,70,70
1.32E-05,0.00032256,0.00041497,4.15E-05,19,180,180
0.0051528,0.002405,0.0015101,1.23E-05,7,100,100
1.90E-20,5.32E-05,0.00079198,0.0053113,8,300,300
2.51E-20,1.64E-06,4.40E-05,0.00081131,18,241,346
0.0019981,0.00062511,0.00033481,1.16E-06,11,70,70
3.52E-05,0.00086143,0.0011082,0.00011078,11,180,180
0.0057725,0.0026942,0.0016917,1.38E-05,7,100,100
1.08E-20,3.02E-05,0.00044987,0.003017,11,300,300
0.00034909,0.0032552,0.0045479,0.0015268,6,62,198
0.0014391,0.00045022,0.00024114,8.34E-07,8,70,70
5.34E-05,0.0013084,0.0016832,0.00016825,5,180,180
0.012912,0.0060266,0.003784,3.08E-05,5,100,100
5.15E-20,0.00014421,0.0021476,0.014402,6,300,300
7.15E-12,0.00028686,0.0012581,0.0013048,8,273,249
0.00031085,9.72E-05,5.21E-05,1.80E-07,20,70,70
2.62E-05,0.00064072,0.00082429,8.24E-05,18,180,180
0.12465,0.058177,0.036529,0.00029718,1,100,100
4.50E-21,1.26E-05,0.00018744,0.0012571,11,300,300
5.34E-14,0.00013739,0.00088873,0.001975,12,274,269
0.11916,0.037279,0.019967,6.91E-05,2,70,70
1.17E-05,0.00028784,0.00037031,3.70E-05,10,180,180
0.0024623,0.0011492,0.0007216,5.87E-06,14,100,100
3.79E-20,0.00010622,0.0015818,0.010608,7,300,300
8.56E-12,0.00036177,0.00074928,3.08E-05,11,346,195
0.0039512,0.0012361,0.00066207,2.29E-06,13,70,70
3.76E-06,9.21E-05,0.00011843,1.18E-05,17,180,180
0.0044195,0.0020628,0.0012952,1.05E-05,8,100,100
2.90E-21,8.11E-06,0.0001208,0.00081012,20,300,300
4.04E-10,1.03E-06,2.51E-06,1.38E-06,19,198,227
0.04246,0.013283,0.0071147,2.46E-05,5,70,70
3.47E-05,0.00085062,0.0010943,0.00010939,11,180,180
0.056464,0.026354,0.016547,0.00013462,3,100,100
6.15E-20,0.00017217,0.0025639,0.017194,1,300,300
0.006165,0.0012403,0.00056163,4.75E-08,20,249,68
0.0037046,0.001159,0.00062075,2.15E-06,15,70,70
6.21E-06,0.0001521,0.00019568,1.96E-05,18,180,180
0.00027648,0.00012904,8.10E-05,6.59E-07,17,100,100
1.90E-19,0.0005327,0.0079328,0.0532,3,300,300
0.0054497,0.00084344,0.00030605,1.03E-09,9,269,33
0.16809,0.052586,0.028165,9.75E-05,1,70,70
3.03E-06,7.41E-05,9.54E-05,9.53E-06,10,180,180
0.00076705,0.00035801,0.00022479,1.83E-06,15,100,100
1.23E-20,3.44E-05,0.00051224,0.0034352,12,300,300
1.80E-09,0.0029953,0.017584,0.060547,2,195,284
0.0012153,0.00038019,0.00020363,7.05E-07,12,70,70
1.43E-05,0.00034924,0.00044929,4.49E-05,16,180,180
0.0011666,0.00054448,0.00034188,2.78E-06,10,100,100
6.05E-19,0.0016952,0.025245,0.1693,1,300,300
1.78E-15,7.23E-05,0.0010565,0.0109,5,227,323
0.0051009,0.0015958,0.00085471,2.96E-06,12,70,70
0.00016813,0.0041189,0.005299,0.00052969,6,180,180
0.19056,0.088944,0.055847,0.00045434,2,100,100
8.09E-19,0.0022647,0.033725,0.22617,1,300,300
7.12E-07,0.00020087,0.00055646,0.00096561,15,68,260
0.005319,0.001664,0.00089126,3.08E-06,10,70,70
0.00052961,0.012975,0.016692,0.0016685,4,180,180
0.047408,0.022127,0.013894,0.00011303,3,100,100
1.00E-20,2.81E-05,0.0004188,0.0028086,9,300,300
5.33E-09,0.00011989,0.00086776,0.0072483,8,33,342
0.0094023,0.0029415,0.0015755,5.45E-06,6,70,70
6.59E-06,0.00016153,0.0002078,2.08E-05,18,180,180
0.0026779,0.0012499,0.00078481,6.38E-06,16,100,100
6.69E-21,1.87E-05,0.00027874,0.0018693,15,300,300
0.0059436,0.00098342,0.00033748,3.11E-10,13,284,25
0.010035,0.0031393,0.0016814,5.82E-06,9,70,70
0.00014099,0.0034541,0.0044437,0.00044419,5,180,180
0.00062416,0.00029132,0.00018292,1.49E-06,19,100,100
3.91E-23,1.09E-07,1.63E-06,1.09E-05,11,300,300
0.0078608,0.0021645,0.0010034,1.98E-08,8,323,82
0.0030986,0.00096937,0.0005192,1.80E-06,18,70,70
5.49E-05,0.0013447,0.00173,0.00017293,12,180,180
0.00029339,0.00013694,8.60E-05,6.99E-07,16,100,100
6.60E-21,1.85E-05,0.00027502,0.0018444,17,300,300
0.34311,0.10983,0.056014,1.15E-05,2,260,86
0.0010362,0.00032416,0.00017362,6.01E-07,20,70,70
1.29E-05,0.00031483,0.00040503,4.05E-05,13,180,180
0.0012282,0.00057327,0.00035995,2.93E-06,11,100,100
1.72E-20,4.82E-05,0.00071718,0.0048096,11,300,300
0.00016715,0.001964,0.0013339,3.17E-07,15,342,121
0.0029341,0.00091791,0.00049164,1.70E-06,19,70,70
0.0017268,0.042304,0.054424,0.0054402,1,180,180
0.0014121,0.00065909,0.00041384,3.37E-06,19,100,100
1.72E-18,0.0048076,0.071592,0.48012,1,300,300
1.68E-06,0.0006764,0.0022813,0.0067199,7,25,285
0.0034283,0.0010725,0.00057445,1.99E-06,15,70,70
0.0061239,0.15003,0.19301,0.019293,1,180,180
0.0064247,0.0029987,0.0018828,1.53E-05,7,100,100
7.76E-22,2.17E-06,3.24E-05,0.000217,16,300,300
1.79E-10,2.34E-05,0.00018592,0.0015493,18,82,334
0.013816,0.0043222,0.002315,8.01E-06,6,70,70
0.00011377,0.0027871,0.0035856,0.00035842,8,180,180
0.00019887,9.28E-05,5.83E-05,4.74E-07,15,100,100
2.52E-19,0.00070488,0.010497,0.070394,3,300,300
0.00016209,0.00079884,0.00092969,0.00014738,15,86,177
0.0037358,0.0011687,0.00062599,2.17E-06,14,70,70
7.07E-05,0.0017314,0.0022275,0.00022266,10,180,180
0.0017707,0.00082644,0.00051892,4.22E-06,19,100,100
1.24E-19,0.00034683,0.0051648,0.034637,4,300,300
0.00061249,0.00019303,0.00010423,2.43E-07,12,121,78
0.069078,0.021611,0.011575,4.01E-05,3,70,70
7.80E-06,0.00019103,0.00024576,2.46E-05,11,180,180
0.020819,0.0097169,0.0061012,4.96E-05,6,100,100
2.37E-20,6.64E-05,0.0009892,0.0066339,8,300,300
0.00021789,0.00036645,0.00023821,1.77E-07,20,285,115
0.43289,0.13543,0.072536,0.00025099,1,70,70
0.00017731,0.0043438,0.0055883,0.00055861,5,180,180
0.18857,0.088012,0.055262,0.00044958,2,100,100
3.64E-21,1.02E-05,0.00015177,0.0010178,16,300,300
9.01E-51,1.32E-09,4.30E-07,3.32E-05,18,334,395
0.001257,0.00039326,0.00021063,7.29E-07,14,70,70
0.00014205,0.0034801,0.0044771,0.00044753,7,180,180
0.00053083,0.00024776,0.00015557,1.27E-06,17,100,100
5.08E-21,1.42E-05,0.00021189,0.001421,11,300,300
0.00015814,0.0022806,0.0027054,0.00020785,10,177,173
0.010859,0.0033973,0.0018196,6.30E-06,9,70,70
0.0008011,0.019626,0.025248,0.0025238,1,180,180
0.00027721,0.00012938,8.12E-05,6.61E-07,14,100,100
8.18E-21,2.29E-05,0.00034088,0.0022861,9,300,300
0.0020815,0.00075433,0.00043413,2.40E-06,20,78,84
0.0083584,0.0026149,0.0014006,4.85E-06,10,70,70
1.34E-05,0.00032709,0.0004208,4.21E-05,20,180,180
0.0017203,0.00080294,0.00050416,4.10E-06,14,100,100
1.45E-19,0.00040725,0.0060646,0.040671,4,300,300
4.22E-11,1.58E-05,0.00012468,0.00094154,16,115,324
0.016502,0.0051626,0.0027651,9.57E-06,6,70,70
0.00022858,0.0055998,0.0072041,0.00072013,5,180,180
0.0025888,0.0012083,0.00075868,6.17E-06,10,100,100
2.34E-20,6.54E-05,0.00097429,0.0065339,10,300,300
1.64E-68,8.85E-07,0.00012459,0.0047196,16,395,341
0.0050657,0.0015848,0.00084882,2.94E-06,10,70,70
5.30E-05,0.0012976,0.0016694,0.00016687,9,180,180
0.00021012,9.81E-05,6.16E-05,5.01E-07,17,100,100
1.72E-20,4.81E-05,0.00071555,0.0047987,11,300,300
9.29E-07,0.00016389,0.0002965,9.38E-05,18,173,209
0.14219,0.044482,0.023825,8.24E-05,2,70,70
1.98E-05,0.00048566,0.00062479,6.25E-05,19,180,180
7.77E-05,3.63E-05,2.28E-05,1.85E-07,12,100,100
6.56E-21,1.84E-05,0.0002737,0.0018355,7,300,300
1.65E-05,0.00011806,0.00014951,3.20E-05,19,84,186
1.0546,0.32992,0.17671,0.00061145,1,70,70
1.71E-05,0.00041868,0.00053863,5.38E-05,10,180,180
0.0026282,0.0012267,0.00077022,6.27E-06,11,100,100
1.38E-20,3.87E-05,0.00057589,0.0038621,5,300,300
1.32E-36,2.03E-06,0.00019478,0.0077029,11,324,361
0.00077662,0.00024296,0.00013013,4.50E-07,13,70,70
6.23E-05,0.0015264,0.0019637,0.0001963,2,180,180
0.060015,0.028011,0.017588,0.00014309,3,100,100
5.29E-20,0.00014826,0.0022078,0.014806,6,300,300
4.23E-05,0.008697,0.0076195,8.64E-06,4,341,141
0.0025073,0.00078439,0.00042012,1.45E-06,15,70,70
0.0011393,0.027912,0.035909,0.0035894,2,180,180
0.01598,0.0074586,0.0046832,3.81E-05,3,100,100
6.95E-21,1.95E-05,0.0002898,0.0019435,14,300,300
2.66E-20,2.88E-05,0.0016565,0.057978,3,209,392
0.0066999,0.002096,0.0011227,3.88E-06,12,70,70
2.23E-05,0.00054686,0.00070353,7.03E-05,16,180,180
0.00218,0.0010175,0.00063888,5.20E-06,18,100,100
7.99E-19,0.0022382,0.033331,0.22353,1,300,300
0.0071793,0.0014481,0.00061587,6.92E-08,12,186,45
0.0023966,0.00074976,0.00040158,1.39E-06,14,70,70
6.27E-05,0.0015354,0.0019753,0.00019746,11,180,180
0.0077654,0.0036244,0.0022758,1.85E-05,8,100,100
1.12E-20,3.15E-05,0.00046841,0.0031413,8,300,300
0.0013282,0.0058698,0.0033938,1.39E-07,10,361,108
0.0030662,0.00095925,0.00051378,1.78E-06,14,70,70
1.43E-06,3.50E-05,4.50E-05,4.50E-06,18,180,180
0.0012084,0.000564,0.00035413,2.88E-06,18,100,100
3.25E-20,9.11E-05,0.0013569,0.0090998,5,300,300
1.40E-12,2.81E-05,0.00034382,0.003964,10,141,342
0.0070517,0.0022061,0.0011816,4.09E-06,8,70,70
2.31E-05,0.00056539,0.00072737,7.27E-05,19,180,180
0.036854,0.017201,0.010801,8.79E-05,4,100,100
2.86E-21,8.00E-06,0.0001191,0.00079872,19,300,300
1.10E-58,1.15E-05,0.00092541,0.021278,6,392,326
0.045029,0.014087,0.0075451,2.61E-05,3,70,70
5.00E-06,0.00012255,0.00015766,1.58E-05,11,180,180
0.0027028,0.0012615,0.0007921,6.44E-06,9,100,100
1.85E-21,5.17E-06,7.70E-05,0.00051654,13,300,300
6.11E-10,1.38E-05,9.48E-05,0.0007294,18,45,335
0.00091211,0.00028535,0.00015283,5.29E-07,19,70,70
0.00025635,0.0062802,0.0080794,0.00080762,5,180,180
0.0024215,0.0011302,0.00070965,5.77E-06,14,100,100
5.15E-20,0.00014421,0.0021476,0.014402,6,300,300
3.95E-09,2.02E-05,8.20E-05,0.00023944,14,108,281
0.028143,0.0088044,0.0047157,1.63E-05,6,70,70
0.0088655,0.21719,0.27941,0.02793,1,180,180
0.0024433,0.0011404,0.00071603,5.83E-06,11,100,100
1.13E-20,3.15E-05,0.00046978,0.0031505,12,300,300
1.36E-50,2.03E-07,6.21E-05,0.0046414,10,342,389
0.0036125,0.0011302,0.00060532,2.09E-06,15,70,70
0.00010014,0.0024532,0.003156,0.00031548,4,180,180
0.039252,0.01832,0.011503,9.36E-05,4,100,100
6.33E-20,0.00017732,0.0026406,0.017709,6,300,300
5.95E-46,8.06E-07,0.00027102,0.021149,5,326,400
0.043462,0.013597,0.0072825,2.52E-05,4,70,70
3.77E-05,0.00092458,0.0011895,0.0001189,15,180,180
0.0017397,0.00081198,0.00050984,4.15E-06,19,100,100
1.16E-20,3.25E-05,0.000484,0.0032459,14,300,300
0.0069803,0.0018452,0.00083658,9.35E-09,14,335,81
0.018468,0.0057776,0.0030945,1.07E-05,7,70,70
4.19E-05,0.0010258,0.0013197,0.00013191,14,180,180
0.010137,0.0047316,0.0029709,2.42E-05,8,100,100
7.00E-21,1.96E-05,0.00029198,0.0019581,16,300,300
1.76E-17,1.23E-06,9.91E-06,3.05E-05,15,281,278
0.0023717,0.00074197,0.0003974,1.38E-06,20,70,70
0.00031332,0.0076758,0.0098748,0.00098709,5,180,180
0.0017827,0.00083205,0.00052244,4.25E-06,15,100,100
8.91E-20,0.00024952,0.0037157,0.024919,5,300,300
1.05E-05,0.00070416,0.00043538,1.06E-08,15,389,115
0.4421,0.13831,0.074079,0.00025633,1,70,70
0.0018514,0.045357,0.058351,0.0058328,1,180,180
0.0025253,0.0011786,0.00074006,6.02E-06,9,100,100
7.92E-20,0.00022184,0.0033035,0.022154,2,300,300
0.0080419,0.00045837,0.0001516,2.39E-12,15,400,53
0.8865,0.27734,0.14854,0.00051399,1,70,70
0.0087053,0.21326,0.27436,0.027425,1,180,180
0.025768,0.012027,0.0075517,6.14E-05,4,100,100
5.05E-20,0.00014127,0.0021037,0.014108,6,300,300
0.010665,0.0029356,0.0014468,2.25E-06,9,81,55
0.001705,0.00053342,0.0002857,9.89E-07,17,70,70
2.91E-05,0.0007133,0.00091766,9.17E-05,15,180,180
0.00033428,0.00015602,9.80E-05,7.97E-07,14,100,100
9.27E-21,2.60E-05,0.00038656,0.0025924,5,300,300
4.97E-22,2.93E-06,6.76E-05,0.00090811,14,278,326
0.00030448,9.53E-05,5.10E-05,1.77E-07,11,70,70
0.00023341,0.0057181,0.0073563,0.00073533,3,180,180
0.0063761,0.002976,0.0018686,1.52E-05,10,100,100
1.23E-20,3.44E-05,0.00051278,0.0034389,5,300,300
1.44E-14,7.50E-06,0.00018184,0.0039737,11,115,389
0.0043014,0.0013457,0.00072075,2.49E-06,12,70,70
7.69E-05,0.0018845,0.0024244,0.00024234,9,180,180
0.036055,0.016828,0.010567,8.60E-05,4,100,100
1.87E-21,5.24E-06,7.80E-05,0.00052318,15,300,300
0.0011611,0.00034512,0.00017719,4.93E-07,13,53,59
0.009381,0.0029348,0.0015719,5.44E-06,9,70,70
5.55E-05,0.0013588,0.0017481,0.00017474,11,180,180
0.14182,0.066195,0.041564,0.00033814,2,100,100
1.33E-19,0.00037249,0.0055469,0.0372,4,300,300
2.50E-08,0.00096277,0.0070088,0.056244,3,55,336
0.0010534,0.00032956,0.00017652,6.11E-07,20,70,70
0.00010208,0.0025009,0.0032174,0.00032161,8,180,180
0.0017458,0.00081485,0.00051164,4.16E-06,20,100,100
1.74E-21,4.87E-06,7.25E-05,0.00048587,14,300,300
0.028695,0.0038738,0.0012639,1.77E-10,8,326,28
0.064984,0.02033,0.010889,3.77E-05,3,70,70
6.72E-05,0.0016466,0.0021183,0.00021175,7,180,180
0.0066683,0.0031124,0.0019542,1.59E-05,9,100,100
1.26E-20,3.54E-05,0.00052659,0.0035315,10,300,300
3.07E-28,0.00072904,0.0050644,0.0024752,6,389,243
0.0083469,0.0026113,0.0013986,4.84E-06,8,70,70
3.70E-05,0.00090556,0.001165,0.00011645,12,180,180
0.021662,0.010111,0.0063484,5.16E-05,6,100,100
3.35E-20,9.38E-05,0.001397,0.0093688,6,300,300
0.0013883,0.00084664,0.0005931,1.29E-05,13,59,114
0.23544,0.073657,0.039451,0.00013651,2,70,70
9.90E-05,0.0024248,0.0031196,0.00031183,5,180,180
0.00066843,0.00031198,0.00019589,1.59E-06,19,100,100
5.45E-19,0.0015264,0.02273,0.15244,2,300,300
2.41E-17,0.00022219,0.0011987,0.00085863,7,336,245
0.033516,0.010485,0.0056159,1.94E-05,3,70,70
3.37E-06,8.26E-05,0.00010624,1.06E-05,13,180,180
0.0026416,0.001233,0.00077416,6.30E-06,14,100,100
2.37E-19,0.0006622,0.0098612,0.066133,2,300,300
5.00E-11,9.55E-06,0.00010571,0.0013649,14,28,373
0.02648,0.0082841,0.004437,1.54E-05,6,70,70
0.0015844,0.038815,0.049935,0.0049916,1,180,180
0.002053,0.00095822,0.00060166,4.89E-06,12,100,100
1.08E-20,3.03E-05,0.00045046,0.003021,13,300,300
1.9674,0.43654,0.20432,2.67E-05,1,243,72
0.0037808,0.0011828,0.00063352,2.19E-06,9,70,70
5.00E-06,0.00012255,0.00015766,1.58E-05,11,180,180
0.0040677,0.0018986,0.0011921,9.70E-06,11,100,100
1.29E-19,0.000362,0.0053908,0.036152,3,300,300
0.0020873,0.001089,0.00070283,5.94E-06,6,114,105
0.0038856,0.0012156,0.00065108,2.25E-06,12,70,70
3.16E-05,0.00077533,0.00099746,9.97E-05,12,180,180
0.004043,0.001887,0.0011849,9.64E-06,10,100,100
4.19E-21,1.17E-05,0.00017488,0.0011728,16,300,300
0.027672,0.0052709,0.0018934,7.74E-09,8,245,23
0.54572,0.17073,0.091441,0.00031641,1,70,70
2.07E-05,0.00050612,0.00065112,6.51E-05,18,180,180
0.0012749,0.00059504,0.00037362,3.04E-06,19,100,100
7.98E-20,0.00022349,0.0033282,0.02232,4,300,300
0.032358,0.0030918,0.0011416,3.07E-10,14,373,62
0.00121,0.00037856,0.00020276,7.02E-07,14,70,70
5.34E-05,0.0013084,0.0016832,0.00016825,7,180,180
0.00063522,0.00029648,0.00018616,1.51E-06,20,100,100
7.23E-21,2.02E-05,0.00030153,0.0020222,15,300,300
1.07E-06,0.00026097,0.0006951,0.0010939,11,72,256
0.0060283,0.0018859,0.0010101,3.50E-06,12,70,70
5.09E-06,0.00012461,0.00016031,1.60E-05,7,180,180
0.00082779,0.00038636,0.00024259,1.97E-06,19,100,100
2.29E-20,6.41E-05,0.00095457,0.0064016,5,300,300
3.55E-06,0.00018911,0.00034302,0.00018355,15,105,218
0.007115,0.0022259,0.0011922,4.13E-06,10,70,70
4.67E-05,0.0011448,0.0014728,0.00014722,4,180,180
0.00025568,0.00011934,7.49E-05,6.10E-07,15,100,100
1.93E-21,5.39E-06,8.03E-05,0.00053859,19,300,300
2.76E-05,0.00065966,0.001223,0.0010809,12,23,231
0.11846,0.037058,0.019849,6.87E-05,3,70,70
1.06E-05,0.00025949,0.00033384,3.34E-05,20,180,180
0.0013059,0.0006095,0.0003827,3.11E-06,19,100,100
5.82E-21,1.63E-05,0.00024274,0.0016279,13,300,300
0.0033836,0.0040238,0.0034219,0.00018794,8,62,141
0.003262,0.0010205,0.00054659,1.89E-06,12,70,70
3.53E-05,0.00086504,0.0011129,0.00011124,11,180,180
0.0054932,0.0025639,0.0016099,1.31E-05,8,100,100
1.69E-20,4.72E-05,0.00070261,0.0047119,8,300,300
4.71E-18,1.98E-05,0.00032622,0.0033568,10,256,319
0.0037367,0.001169,0.00062614,2.17E-06,17,70,70
0.00018941,0.0046404,0.0059698,0.00059674,5,180,180
0.017878,0.0083443,0.0052394,4.26E-05,4,100,100
2.46E-21,6.90E-06,0.0001027,0.00068872,13,300,300
1.112,0.20136,0.083031,4.12E-06,1,218,46
0.0066217,0.0020716,0.0011095,3.84E-06,13,70,70
0.00055632,0.013629,0.017533,0.0017527,4,180,180
0.0020863,0.00097376,0.00061142,4.97E-06,6,100,100
6.30E-21,1.76E-05,0.00026274,0.001762,17,300,300
6.80E-12,0.0093503,0.089973,0.52928,1,231,301
0.093831,0.029355,0.015722,5.44E-05,2,70,70
0.0019983,0.048955,0.06298,0.0062955,2,180,180
0.0055337,0.0025828,0.0016217,1.32E-05,11,100,100
1.37E-21,3.83E-06,5.70E-05,0.00038233,16,300,300
2.19E-12,3.45E-05,0.00040729,0.0045235,9,141,340
0.018133,0.0056728,0.0030384,1.05E-05,4,70,70
2.25E-05,0.0005521,0.00071028,7.10E-05,19,180,180
0.00014981,6.99E-05,4.39E-05,3.57E-07,16,100,100
1.83E-20,5.13E-05,0.00076424,0.0051253,4,300,300
0.0069155,0.00082659,0.00031724,8.16E-10,19,319,56
0.099779,0.031216,0.016719,5.79E-05,3,70,70
2.01E-05,0.00049266,0.0006338,6.34E-05,18,180,180
0.011545,0.0053885,0.0033834,2.75E-05,7,100,100
4.01E-20,0.00011221,0.0016709,0.011206,6,300,300
0.00092211,0.00086805,0.00070098,3.41E-05,9,46,134
0.0043007,0.0013455,0.00072064,2.49E-06,11,70,70
3.02E-05,0.00073899,0.0009507,9.50E-05,12,180,180
0.0022688,0.0010589,0.0006649,5.41E-06,18,100,100
1.50E-19,0.00042087,0.0062673,0.042031,3,300,300
0.018866,0.0029047,0.00097635,4.32E-10,9,301,26
0.0042368,0.0013255,0.00070992,2.46E-06,15,70,70
3.32E-06,8.14E-05,0.00010473,1.05E-05,15,180,180
0.00083664,0.00039049,0.00024519,1.99E-06,19,100,100
1.58E-20,4.43E-05,0.00065985,0.0044252,9,300,300
2.73E-06,0.0040714,0.0042169,1.17E-05,5,340,153
0.0024732,0.00077372,0.00041441,1.43E-06,18,70,70
0.00013463,0.0032982,0.0042431,0.00042414,8,180,180
0.0013428,0.00062673,0.00039352,3.20E-06,12,100,100
3.57E-22,1.00E-06,1.49E-05,9.99E-05,15,300,300
0.013289,0.013172,0.010708,0.00050022,3,56,135
0.00086845,0.00027169,0.00014552,5.04E-07,17,70,70
2.35E-05,0.00057631,0.00074141,7.41E-05,14,180,180
0.0024829,0.0011589,0.00072764,5.92E-06,11,100,100
2.38E-20,6.66E-05,0.00099228,0.0066546,8,300,300
0.00048426,0.00048998,0.00037099,6.29E-06,16,134,127
0.52039,0.1628,0.087197,0.00030172,1,70,70
3.52E-05,0.00086192,0.0011089,0.00011084,13,180,180
0.0029526,0.0013781,0.0008653,7.04E-06,16,100,100
2.82E-21,7.91E-06,0.00011773,0.00078954,14,300,300
3.40E-05,0.00017099,0.00021945,6.99E-05,16,26,192
0.0013528,0.00042321,0.00022667,7.84E-07,20,70,70
0.00050736,0.01243,0.015991,0.0015984,4,180,180
0.056641,0.026437,0.016599,0.00013504,3,100,100
4.66E-21,1.31E-05,0.00019449,0.0013043,17,300,300
7.70E-09,0.0038558,0.025414,0.13031,1,153,302
0.0051951,0.0016253,0.0008705,3.01E-06,11,70,70
9.56E-05,0.0023408,0.0030115,0.00030103,7,180,180
0.0031064,0.0014499,0.00091036,7.41E-06,14,100,100
6.29E-22,1.76E-06,2.62E-05,0.00017586,19,300,300
0.00016887,0.0010023,0.0011102,9.93E-05,4,135,169
0.0022645,0.00070845,0.00037945,1.31E-06,11,70,70
0.00036717,0.008995,0.011572,0.0011568,4,180,180
0.0024069,0.0011234,0.00070537,5.74E-06,9,100,100
1.12E-20,3.15E-05,0.00046891,0.0031447,14,300,300
3.73E-05,0.00050813,0.00067325,0.00012123,17,127,187
0.00072076,0.00022549,0.00012077,4.18E-07,19,70,70
7.52E-06,0.00018414,0.0002369,2.37E-05,15,180,180
0.0061045,0.0028492,0.001789,1.46E-05,10,100,100
6.61E-21,1.85E-05,0.00027546,0.0018473,11,300,300
0.010406,0.0082726,0.0055358,2.40E-05,7,192,114
0.0023026,0.00072036,0.00038583,1.34E-06,13,70,70
1.74E-05,0.0004267,0.00054895,5.49E-05,18,180,180
0.0013457,0.00062809,0.00039438,3.21E-06,19,100,100
2.59E-22,7.24E-07,1.08E-05,7.23E-05,16,300,300
6.09E-14,0.00012581,0.00057807,0.00046872,17,302,245
0.0065808,0.0020588,0.0011027,3.82E-06,13,70,70
8.24E-07,2.02E-05,2.60E-05,2.60E-06,18,180,180
0.0024081,0.001124,0.00070574,5.74E-06,12,100,100
3.57E-22,1.00E-06,1.49E-05,9.99E-05,15,300,300
1.45E-07,0.00014194,0.00034019,0.0002338,20,169,231
0.091528,0.028634,0.015337,5.31E-05,2,70,70
3.41E-05,0.00083612,0.0010757,0.00010752,13,180,180
0.00042939,0.00020041,0.00012584,1.02E-06,19,100,100
1.47E-20,4.12E-05,0.00061359,0.0041149,6,300,300
4.53E-05,0.067721,0.1599,0.09135,1,187,227
0.044517,0.013927,0.0074593,2.58E-05,3,70,70
1.92E-05,0.00046995,0.00060459,6.04E-05,19,180,180
0.0034338,0.0016027,0.0010063,8.19E-06,11,100,100
5.99E-21,1.68E-05,0.00024974,0.0016748,13,300,300
6.83E-06,0.00025768,0.00042765,0.0001689,20,114,209
0.0082894,0.0025933,0.001389,4.81E-06,5,70,70
1.92E-06,4.71E-05,6.06E-05,6.06E-06,18,180,180
0.024326,0.011354,0.0071289,5.80E-05,3,100,100
7.13E-21,2.00E-05,0.00029715,0.0019928,15,300,300
4.10E-20,0.00017603,0.0067795,0.16905,2,245,360
0.011352,0.0035514,0.0019021,6.58E-06,10,70,70
2.83E-05,0.00069267,0.00089111,8.91E-05,17,180,180
0.0011908,0.00055578,0.00034897,2.84E-06,19,100,100
1.59E-20,4.46E-05,0.00066472,0.0044578,9,300,300
0.00012706,2.18E-05,8.69E-06,2.22E-10,11,231,42
0.0054044,0.0016908,0.00090558,3.13E-06,11,70,70
2.93E-05,0.00071892,0.00092489,9.25E-05,16,180,180
0.00072133,0.00033667,0.0002114,1.72E-06,12,100,100
3.70E-20,0.00010347,0.0015408,0.010333,4,300,300
6.41E-15,4.15E-05,0.00049418,0.0039694,9,227,313
0.013017,0.0040722,0.0021811,7.55E-06,7,70,70
0.00017221,0.0042188,0.0054275,0.00054254,7,180,180
0.00011886,5.55E-05,3.48E-05,2.83E-07,11,100,100
2.29E-21,6.42E-06,9.55E-05,0.00064073,17,300,300
8.76E-06,0.00020584,0.00024169,1.24E-05,20,209,170
0.0022197,0.00069442,0.00037193,1.29E-06,19,70,70
4.39E-05,0.0010752,0.0013832,0.00013826,12,180,180
0.0013021,0.00060774,0.0003816,3.10E-06,9,100,100
6.83E-20,0.00019121,0.0028474,0.019096,4,300,300
1.16E-10,0.0010225,0.0016425,1.88E-05,9,360,179
0.0021814,0.00068245,0.00036552,1.26E-06,19,70,70
6.18E-05,0.0015138,0.0019475,0.00019467,11,180,180
0.00055487,0.00025898,0.00016261,1.32E-06,12,100,100
9.88E-22,2.77E-06,4.12E-05,0.00027629,15,300,300
3.38E-05,0.0010384,0.0019574,0.001647,3,42,230
0.021052,0.0065861,0.0035276,1.22E-05,7,70,70
0.00017357,0.0042522,0.0054704,0.00054683,4,180,180
0.00071734,0.00033481,0.00021022,1.71E-06,15,100,100
3.85E-20,0.00010779,0.0016052,0.010765,6,300,300
1.22E-05,0.0017107,0.001673,6.73E-06,8,313,150
0.0030625,0.00095808,0.00051315,1.78E-06,10,70,70
1.04E-05,0.00025441,0.00032729,3.27E-05,18,180,180
