Receptor_measurement1,,Receptor_measurement2,,Receptor_measurement4,,Receptor_measurement5,,wind speed log,Wind_speed,,Source_Location_X,,Source_Location_Y,
0.0018358,-2.736174634,0.00085684,-3.067100267,0.000538,-3.27E+00,4.38E-06,-5.36E+00,1.23E+00,17,2,100,2,100,-1.977654124
6.53E-21,-20.18508682,1.83E-05,-4.73754891,0.0002721,-3.57E+00,0.0018248,-2.74E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-1.848507572
9.21E-10,-9.03574037,3.51E-05,-4.454692884,0.0002174,-3.66E+00,0.0012939,-2.89E+00,1.23E+00,17,1.954242509,90,2.498310554,315,-1.924781621
0.024049,-1.618902978,0.0075238,-2.123562758,0.0040298,-2.39E+00,1.39E-05,-4.86E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-1.923614456
9.97E-06,-5.001304842,0.00024423,-3.612200991,0.0003142,-3.50E+00,3.14E-05,-4.50E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-3.352675722
0.0042811,-2.368444628,0.0019982,-2.699361045,0.0012546,-2.90E+00,1.02E-05,-4.99E+00,9.54E-01,9,2,100,2,100,-2.162348442
5.55E-19,-18.25570702,0.0015529,-2.80885651,0.023125,-1.64E+00,0.15508,-8.09E-01,3.01E-01,2,2.477121255,300,2.477121255,300,-1.827630623
0.0077088,-2.113013222,0.0025827,-2.587926037,0.0014281,-2.85E+00,8.05E-06,-5.09E+00,1.00E+00,10,1.579783597,38,1.857332496,72,-1.921325727
0.00025584,-3.592031554,8.00E-05,-4.096910013,4.29E-05,-4.37E+00,1.48E-07,-6.83E+00,1.08E+00,12,1.84509804,70,1.84509804,70,-3.294683775
0.00015295,-3.815450519,0.0037471,-2.426304717,0.0048206,-2.32E+00,0.00048187,-3.32E+00,8.45E-01,7,2.255272505,180,2.255272505,180,-1.874518734
0.00077404,-3.111236596,0.00036128,-3.44215608,0.00022684,-3.64E+00,1.85E-06,-5.73E+00,1.20E+00,16,2,100,2,100,-2.405386491
9.71E-21,-20.01278077,2.72E-05,-4.565431096,0.00040497,-3.39E+00,0.0027158,-2.57E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-1.834162375
4.88E-05,-4.311580178,0.00014986,-3.824314272,0.0001415,-3.85E+00,5.77E-06,-5.24E+00,1.26E+00,18,2.176091259,150,2.181843588,152,-2.584993246
0.00013492,-3.869923667,4.22E-05,-4.374687549,2.26E-05,-4.65E+00,7.82E-08,-7.11E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-3.322712499
1.30E-05,-4.886056648,0.00031837,-3.497067863,0.00040958,-3.39E+00,4.09E-05,-4.39E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-2.635486526
0.0027138,-2.566422162,0.0012666,-2.897360516,0.00079532,-3.10E+00,6.47E-06,-5.19E+00,1.11E+00,13,2,100,2,100,-2.040925202
5.44E-21,-20.2644011,1.52E-05,-4.818156412,0.00022681,-3.64E+00,0.001521,-2.82E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-2.438111872
3.92E-07,-6.406713933,0.0080624,-2.093535659,0.024125,-1.62E+00,0.01976,-1.70E+00,0.00E+00,1,2.324282455,211,2.378397901,239,-2.735371042
0.0048906,-2.310637856,0.00153,-2.815308569,0.00081948,-3.09E+00,2.84E-06,-5.55E+00,1.04E+00,11,1.84509804,70,1.84509804,70,-2.088874365
3.29E-05,-4.482804102,0.00080515,-3.094123203,0.0010358,-2.98E+00,0.00010354,-3.98E+00,1.11E+00,13,2.255272505,180,2.255272505,180,-2.004650042
0.001381,-2.859806321,0.00064457,-3.190729912,0.00040472,-3.39E+00,3.29E-06,-5.48E+00,9.54E-01,9,2,100,2,100,-2.653705718
2.98E-20,-19.52578374,8.35E-05,-4.078313525,0.0012436,-2.91E+00,0.00834,-2.08E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-2.142782124
3.41E-05,-4.467245621,0.0027137,-2.566438165,0.002487,-2.60E+00,6.89E-06,-5.16E+00,9.54E-01,9,2.498310554,315,2.161368002,145,-2.057897653
0.74604,-0.127237887,0.2334,-0.631899148,0.12501,-9.03E-01,0.00043255,-3.36E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.988260439
2.45E-05,-4.610833916,0.00060042,-3.22154485,0.00077244,-3.11E+00,7.72E-05,-4.11E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-1.802443787
0.0811,-1.090979146,0.037852,-1.421911169,0.023767,-1.62E+00,0.00019336,-3.71E+00,3.01E-01,2,2,100,2,100,-2.191309744
9.64E-20,-19.01592297,0.00026985,-3.568877578,0.0040184,-2.40E+00,0.026949,-1.57E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-1.985605484
4.64E-05,-4.333482019,0.0019819,-2.702918262,0.0037411,-2.43E+00,0.0027035,-2.57E+00,6.02E-01,4,1.857332496,72,2.354108439,226,-2.319827718
0.038633,-1.413041566,0.012086,-1.91771741,0.0064733,-2.19E+00,2.24E-05,-4.65E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-2.319827718
1.78E-05,-4.749579998,0.00043612,-3.360393997,0.00056107,-3.25E+00,5.61E-05,-4.25E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-4.498940738
0.0029029,-2.537167925,0.0013549,-2.868092757,0.00085074,-3.07E+00,6.92E-06,-5.16E+00,1.11E+00,13,2,100,2,100,-2.011668505
1.32E-20,-19.87942607,3.69E-05,-4.432973634,0.00054966,-3.26E+00,0.0036862,-2.43E+00,1.11E+00,13,2.477121255,300,2.477121255,300,-1.825794773
1.00E-05,-5,0.013772,-1.861002986,0.037357,-1.43E+00,0.038814,-1.41E+00,3.01E-01,2,2.181843588,152,2.385606274,243,-1.904412253
0.0039396,-2.404547871,0.0012325,-2.909213072,0.00066013,-3.18E+00,2.28E-06,-5.64E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-1.857329022
5.41E-05,-4.266802735,0.0013258,-2.877521985,0.0017057,-2.77E+00,0.0001705,-3.77E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-2.618000978
0.0031087,-2.507421187,0.0014509,-2.838362519,0.00091103,-3.04E+00,7.41E-06,-5.13E+00,1.20E+00,16,2,100,2,100,-1.801590366
2.29E-19,-18.64016452,0.00064013,-3.193731819,0.0095325,-2.02E+00,0.063928,-1.19E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-1.860309778
4.16E-07,-6.380906669,0.0010013,-2.999435784,0.0019564,-2.71E+00,0.00038999,-3.41E+00,9.03E-01,8,2.378397901,239,2.31386722,206,-2.138973658
0.0025095,-2.6004128,0.00078508,-3.105086086,0.00042049,-3.38E+00,1.46E-06,-5.84E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-2.053203973
2.20E-05,-4.657577319,0.00053834,-3.26894335,0.00069257,-3.16E+00,6.92E-05,-4.16E+00,9.03E-01,8,2.255272505,180,2.255272505,180,-2.601174933
0.044034,-1.356211862,0.020553,-1.687124778,0.012905,-1.89E+00,0.00010499,-3.98E+00,4.77E-01,3,2,100,2,100,-2.104356495
2.36E-20,-19.627088,6.60E-05,-4.180456064,0.00098218,-3.01E+00,0.0065868,-2.18E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-1.801590366
0.0010855,-2.964370172,0.0020523,-2.687759155,0.0017655,-2.75E+00,5.00E-05,-4.30E+00,1.00E+00,10,2.161368002,145,2.152288344,142,-1.995034113
0.0025095,-2.6004128,0.00078508,-3.105086086,0.00042049,-3.38E+00,1.46E-06,-5.84E+00,1.20E+00,16,1.84509804,70,1.84509804,70,-2.053203973
2.27E-05,-4.643974143,0.00055727,-3.253934336,0.00071692,-3.14E+00,7.17E-05,-4.14E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-1.881801432
0.060725,-1.216632477,0.028343,-1.547554183,0.017796,-1.75E+00,0.00014478,-3.84E+00,0.00E+00,1,2,100,2,100,-2.919012953
2.69E-20,-19.57024772,7.54E-05,-4.122628654,0.001123,-2.95E+00,0.007531,-2.12E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.053203973
0.04135,-1.383524486,0.0081552,-2.088565384,0.0030143,-2.52E+00,2.66E-08,-7.58E+00,7.78E-01,6,2.354108439,226,1.380211242,24,-1.914459694
0.017142,-1.765938509,0.0053627,-2.270616498,0.0028723,-2.54E+00,9.94E-06,-5.00E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-2.070673052
8.81E-05,-4.055024092,0.0021591,-2.665727243,0.0027776,-2.56E+00,0.00027765,-3.56E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-1.895649481
0.0024657,-2.608059765,0.0011508,-2.939000147,0.00072261,-3.14E+00,5.88E-06,-5.23E+00,1.20E+00,16,2,100,2,100,-1.902222265
4.09E-20,-19.38827669,0.0001146,-3.940815382,0.0017066,-2.77E+00,0.011445,-1.94E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-1.871439193
5.23E-16,-15.28149831,1.19E-05,-4.924453039,0.00013653,-3.86E+00,0.00094994,-3.02E+00,1.28E+00,19,2.385606274,243,2.485721426,306,-2.06905606
0.73453,-0.133990462,0.22979,-0.638668875,0.12308,-9.10E-01,0.00042588,-3.37E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.995034113
0.0070675,-2.150734183,0.17314,-0.761602587,0.22275,-6.52E-01,0.022266,-1.65E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-1.900008766
0.00097023,-3.013125301,0.00045284,-3.344055218,0.00028434,-3.55E+00,2.31E-06,-5.64E+00,1.15E+00,14,2,100,2,100,-2.423255646
6.78E-21,-20.16877031,1.90E-05,-4.721246399,0.00028274,-3.55E+00,0.0018961,-2.72E+00,1.20E+00,16,2.477121255,300,2.477121255,300,-1.934158966
3.27E-05,-4.485452247,0.00077003,-3.113492355,0.00091262,-3.04E+00,5.03E-05,-4.30E+00,1.00E+00,10,2.31386722,206,2.23299611,171,-2.314115013
0.00095038,-3.022102712,0.00029732,-3.526775876,0.00015925,-3.80E+00,5.51E-07,-6.26E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.32561657
3.82E-06,-5.417936637,9.37E-05,-4.028260409,0.00012054,-3.92E+00,1.20E-05,-4.92E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-2.758453519
0.00099877,-3.000534511,0.00046616,-3.331464995,0.0002927,-3.53E+00,2.38E-06,-5.62E+00,1.30E+00,20,2,100,2,100,-2.100869228
5.12E-21,-20.29073004,1.43E-05,-4.844663963,0.00021332,-3.67E+00,0.0014306,-2.84E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.774535641
3.93E-07,-6.40560745,0.00013922,-3.856298371,0.0003151,-3.50E+00,0.00023014,-3.64E+00,1.30E+00,20,2.152288344,142,2.36361198,231,-2.014506164
0.020468,-1.688924592,0.0064032,-2.193602933,0.0034296,-2.46E+00,1.19E-05,-4.92E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-1.99366234
3.45E-05,-4.462180905,0.00084533,-3.072973718,0.0010875,-2.96E+00,0.00010871,-3.96E+00,9.54E-01,9,2.255272505,180,2.255272505,180,-2.302910212
0.0052873,-2.276766047,0.0024678,-2.60769004,0.0015495,-2.81E+00,1.26E-05,-4.90E+00,9.54E-01,9,2,100,2,100,-2.070673052
3.84E-20,-19.41566878,0.00010761,-3.968147369,0.0016024,-2.80E+00,0.010747,-1.97E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-2.384860406
3.66E-05,-4.436518915,0.012765,-1.893979181,0.041938,-1.38E+00,0.11852,-9.26E-01,0.00E+00,1,1.380211242,24,2.451786436,283,-2.258257658
0.0015059,-2.822203867,0.0004711,-3.326886896,0.00025232,-3.60E+00,8.73E-07,-6.06E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-2.222341229
7.53E-06,-5.123205024,0.00018441,-3.734215532,0.00023724,-3.62E+00,2.37E-05,-4.63E+00,1.26E+00,18,2.255272505,180,2.255272505,180,-2.362090189
0.0031696,-2.498995542,0.0014794,-2.829914386,0.0009289,-3.03E+00,7.56E-06,-5.12E+00,1.04E+00,11,2,100,2,100,-2.118592516
2.92E-23,-22.53461715,8.18E-08,-7.087246696,1.22E-06,-5.91E+00,8.16E-06,-5.09E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-4.197910742
7.04E-06,-5.152427341,7.47E-05,-4.126679398,5.75E-05,-4.24E+00,7.59E-08,-7.12E+00,8.45E-01,7,2.485721426,306,2.117271296,131,-3.896743767
0.0067941,-2.167868065,0.0021255,-2.672538891,0.0011384,-2.94E+00,3.94E-06,-5.40E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-2.120411014
2.44E-05,-4.612610174,0.000597,-3.224025669,0.00076804,-3.11E+00,7.68E-05,-4.11E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.010256599
0.0044158,-2.354990605,0.002061,-2.685922008,0.0012941,-2.89E+00,1.05E-05,-4.98E+00,1.11E+00,13,2,100,2,100,-1.829503594
5.79E-20,-19.23732144,0.00016211,-3.790190194,0.002414,-2.62E+00,0.016189,-1.79E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.013085017
5.40E-07,-6.26760624,7.04E-05,-4.152427341,0.00012233,-3.91E+00,3.50E-05,-4.46E+00,1.30E+00,20,2.23299611,171,2.31386722,206,-2.507574887
0.0034579,-2.46118757,0.0010818,-2.965853023,0.00057941,-3.24E+00,2.00E-06,-5.70E+00,1.23E+00,17,1.84509804,70,1.84509804,70,-1.861318446
0.00021066,-3.67641792,0.0051608,-2.287282971,0.0066393,-2.18E+00,0.00066367,-3.18E+00,7.78E-01,6,2.255272505,180,2.255272505,180,-1.869408948
0.0045771,-2.339409599,0.0021363,-2.67033776,0.0013414,-2.87E+00,1.09E-05,-4.96E+00,9.54E-01,9,2,100,2,100,-2.133316954
1.66E-21,-20.77989191,4.64E-06,-5.333482019,6.90E-05,-4.16E+00,0.00046293,-3.33E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.352675722
0.00048017,-3.318604977,0.00066152,-3.179457021,0.00046494,-3.33E+00,1.52E-06,-5.82E+00,1.30E+00,20,2.36361198,231,2.08278537,121,-2.013085017
0.0083815,-2.076678251,0.0026221,-2.581350749,0.0014044,-2.85E+00,4.86E-06,-5.31E+00,1.00E+00,10,1.84509804,70,1.84509804,70,-1.93771893
3.67E-05,-4.435333936,0.00089938,-3.046056774,0.0011571,-2.94E+00,0.00011566,-3.94E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-1.832298765
0.0041133,-2.385809614,0.0019198,-2.716744013,0.0012054,-2.92E+00,9.81E-06,-5.01E+00,1.11E+00,13,2,100,2,100,-1.860309778
1.48E-18,-17.82973828,0.0041454,-2.382433557,0.061731,-1.21E+00,0.41399,-3.83E-01,0.00E+00,1,2.477121255,300,2.477121255,300,-2.003260733
4.11E-21,-20.38615818,8.17E-05,-4.087777943,0.0019209,-2.72E+00,0.025632,-1.59E+00,6.99E-01,5,2.451786436,283,2.511883361,325,-1.9201678
0.86578,-0.062592451,0.27086,-0.567255126,0.14507,-8.38E-01,0.00050198,-3.30E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.923614456
0.00058945,-3.229553028,0.014441,-1.840402732,0.018578,-1.73E+00,0.001857,-2.73E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-2.024591171
0.00097872,-3.009341537,0.00045681,-3.340264398,0.00028683,-3.54E+00,2.33E-06,-5.63E+00,1.23E+00,17,2,100,2,100,-2.250835908
5.47E-20,-19.26201267,0.0001531,-3.815024809,0.0022799,-2.64E+00,0.01529,-1.82E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.03791018
4.29E-05,-4.367542708,0.0016097,-2.793255056,0.0025521,-2.59E+00,0.00077959,-3.11E+00,7.78E-01,6,2.117271296,131,2.307496038,203,-2.217771108
0.060123,-1.220959357,0.018809,-1.725634294,0.010074,-2.00E+00,3.49E-05,-4.46E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-2.12773881
0.00018915,-3.723193654,0.0046338,-2.334062715,0.0059614,-2.22E+00,0.0005959,-3.22E+00,6.02E-01,4,2.255272505,180,2.255272505,180,-2.268354837
0.015361,-1.813580511,0.0071694,-2.144517188,0.0045016,-2.35E+00,3.66E-05,-4.44E+00,8.45E-01,7,2,100,2,100,-1.825794773
1.15E-21,-20.93930216,3.22E-06,-5.492144128,4.79E-05,-4.32E+00,0.00032148,-3.49E+00,1.08E+00,12,2.477121255,300,2.477121255,300,-2.95475528
3.21E-20,-19.49349497,6.20E-07,-6.207608311,2.35E-05,-4.63E+00,0.00062952,-3.20E+00,1.28E+00,19,2.31386722,206,2.574031268,375,-2.281323964
0.018144,-1.741266963,0.0056764,-2.245927009,0.0030403,-2.52E+00,1.05E-05,-4.98E+00,6.99E-01,5,1.84509804,70,1.84509804,70,-2.204342398
0.00018443,-3.734168434,0.0045182,-2.345034549,0.0058127,-2.24E+00,0.00058104,-3.24E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-2.085508753
0.0064118,-2.193020033,0.0029927,-2.523936816,0.0018791,-2.73E+00,1.53E-05,-4.82E+00,9.54E-01,9,2,100,2,100,-1.986909862
6.52E-20,-19.1857524,0.00018247,-3.738808528,0.0027173,-2.57E+00,0.018223,-1.74E+00,4.77E-01,3,2.477121255,300,2.477121255,300,-2.405386491
0.0016094,-2.793336003,0.0025997,-2.585076766,0.0022332,-2.65E+00,7.92E-05,-4.10E+00,1.00E+00,10,2.08278537,121,2.152288344,142,-1.877620268
0.0071921,-2.143144283,0.00225,-2.647817482,0.0012051,-2.92E+00,4.17E-06,-5.38E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-2.095684861
6.84E-05,-4.164943898,0.001676,-2.775725986,0.0021562,-2.67E+00,0.00021553,-3.67E+00,1.04E+00,11,2.255272505,180,2.255272505,180,-1.831355223
0.0019531,-2.70927552,0.00091161,-3.040190919,0.00057239,-3.24E+00,4.66E-06,-5.33E+00,1.18E+00,15,2,100,2,100,-2.059473554
6.80E-21,-20.16749109,1.90E-05,-4.721246399,0.00028351,-3.55E+00,0.0019013,-2.72E+00,1.08E+00,12,2.477121255,300,2.477121255,300,-2.182838044
8.48E-44,-43.07160415,2.94E-07,-6.53165267,7.02E-05,-4.15E+00,0.0047366,-2.32E+00,9.54E-01,9,2.511883361,325,2.591064607,390,-2.124059457
0.043238,-1.364134403,0.013527,-1.86879851,0.007245,-2.14E+00,2.51E-05,-4.60E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-2.270916243
0.00055187,-3.258163214,0.01352,-1.869023308,0.017393,-1.76E+00,0.0017386,-2.76E+00,3.01E-01,2,2.255272505,180,2.255272505,180,-2.405386491
0.00039951,-3.398472346,0.00018647,-3.729391029,0.00011708,-3.93E+00,9.53E-07,-6.02E+00,1.00E+00,10,2,100,2,100,-3.100869228
2.07E-20,-19.68402965,5.80E-05,-4.236572006,0.00086384,-3.06E+00,0.0057932,-2.24E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-1.857329022
6.85E-21,-20.16430943,1.69E-06,-5.772113295,8.97E-05,-4.05E+00,0.003005,-2.52E+00,1.15E+00,14,2.307496038,203,2.592176757,391,-1.810397407
1.0177,0.007619775,0.3184,-0.497026941,0.17054,-7.68E-01,0.00059009,-3.23E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.853375911
7.35E-05,-4.133712661,0.0018012,-2.744438062,0.0023172,-2.64E+00,0.00023163,-3.64E+00,1.00E+00,10,2.255272505,180,2.255272505,180,-1.882861334
0.0036435,-2.438481226,0.0017006,-2.769397825,0.0010678,-2.97E+00,8.69E-06,-5.06E+00,1.00E+00,10,2,100,2,100,-2.140873717
5.47E-20,-19.26201267,0.0001531,-3.815024809,0.0022799,-2.64E+00,0.01529,-1.82E+00,6.99E-01,5,2.477121255,300,2.477121255,300,-2.03791018
5.31E-24,-23.27490548,0.00023103,-3.636331622,0.001405,-2.85E+00,0.0006692,-3.17E+00,1.00E+00,10,2.574031268,375,2.382017043,241,-2.027514823
0.012906,-1.889208339,0.0040376,-2.393876708,0.0021625,-2.67E+00,7.48E-06,-5.13E+00,9.54E-01,9,1.84509804,70,1.84509804,70,-1.841758162
1.15E-05,-4.93930216,0.0002827,-3.548674192,0.00036369,-3.44E+00,3.64E-05,-4.44E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-2.129590242
0.0043946,-2.357080649,0.0020511,-2.688013165,0.0012879,-2.89E+00,1.05E-05,-4.98E+00,6.02E-01,4,2,100,2,100,-2.855363532
2.74E-21,-20.56224944,7.68E-06,-5.11463878,0.00011439,-3.94E+00,0.00076714,-3.12E+00,1.00E+00,10,2.477121255,300,2.477121255,300,-2.735371042
1.01E-09,-8.995678626,0.00032285,-3.490999209,0.0021284,-2.67E+00,0.011445,-1.94E+00,6.99E-01,5,2.152288344,142,2.484299839,305,-2.053203973
0.038137,-1.418653473,0.011931,-1.923323154,0.0063903,-2.19E+00,2.21E-05,-4.66E+00,6.02E-01,4,1.84509804,70,1.84509804,70,-2.075560468
0.00023143,-3.635580345,0.0056696,-2.24644758,0.0072939,-2.14E+00,0.0007291,-3.14E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-3.384860406
0.001672,-2.776763727,0.00078039,-3.107688304,0.00049,-3.31E+00,3.99E-06,-5.40E+00,1.26E+00,18,2,100,2,100,-1.968591536
1.26E-22,-21.89962945,3.53E-07,-6.452225295,5.26E-06,-5.28E+00,3.53E-05,-4.45E+00,1.18E+00,15,2.477121255,300,2.477121255,300,-3.720652508
2.24E-05,-4.649751982,0.020037,-1.698167302,0.014335,-1.84E+00,9.52E-07,-6.02E+00,6.99E-01,5,2.591064607,390,2.100370545,126,-1.851428191
1.0477,0.020236944,0.32776,-0.484444049,0.17555,-7.56E-01,0.00060745,-3.22E+00,0.00E+00,1,1.84509804,70,1.84509804,70,-1.840793866
2.57E-05,-4.590066877,0.00063033,-3.200432023,0.00081092,-3.09E+00,8.11E-05,-4.09E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-1.930590929
0.0047386,-2.32434995,0.0022117,-2.655273782,0.0013887,-2.86E+00,1.13E-05,-4.95E+00,1.08E+00,12,2,100,2,100,-1.868381336
1.26E-20,-19.89962945,3.54E-05,-4.450996738,0.0005273,-3.28E+00,0.0035363,-2.45E+00,1.08E+00,12,2.477121255,300,2.477121255,300,-1.913355479
1.91E-47,-46.71896663,4.14E-06,-5.382999659,0.00012686,-3.90E+00,0.00091169,-3.04E+00,1.28E+00,19,2.592176757,391,2.471291711,296,-2.138973658
0.06652,-1.177047759,0.02081,-1.68172792,0.011146,-1.95E+00,3.86E-05,-4.41E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-2.083835678
0.00013672,-3.86416795,0.0033494,-2.475032984,0.004309,-2.37E+00,0.00043073,-3.37E+00,6.99E-01,5,2.255272505,180,2.255272505,180,-2.215503956
0.18217,-0.739523142,0.085028,-1.070438036,0.053389,-1.27E+00,0.00043434,-3.36E+00,3.01E-01,2,2,100,2,100,-1.839831707
2.94E-20,-19.53165267,8.24E-05,-4.084072788,0.0012276,-2.91E+00,0.0082328,-2.08E+00,8.45E-01,7,2.477121255,300,2.477121255,300,-2.014506164
2.01E-18,-17.69680394,0.0001646,-3.783570169,0.0045147,-2.35E+00,0.084978,-1.07E+00,0.00E+00,1,2.382017043,241,2.540329475,347,-2.782805682
0.044037,-1.356182275,0.013777,-1.860845342,0.0073789,-2.13E+00,2.55E-05,-4.59E+00,6.02E-01,4,1.84509804,70,1.84509804,70,-2.013085017
8.90E-05,-4.050609993,0.0021806,-2.661423992,0.0028054,-2.55E+00,0.00028042,-3.55E+00,0.00E+00,1,2.255272505,180,2.255272505,180,-3.799833754
0.03711,-1.430509046,0.017321,-1.761427038,0.010875,-1.96E+00,8.85E-05,-4.05E+00,4.77E-01,3,2,100,2,100,-2.17866337
3.47E-21,-20.45967053,9.73E-06,-5.01188716,0.00014487,-3.84E+00,0.00097158,-3.01E+00,1.26E+00,18,2.477121255,300,2.477121255,300,-2.122231405
0.016917,-1.771676651,0.0023755,-2.624244965,0.00096036,-3.02E+00,6.91E-09,-8.16E+00,9.03E-01,8,2.484299839,305,1.785329835,61,-2.368475062
0.001837,-2.735890844,0.00057469,-3.24056636,0.00030781,-3.51E+00,1.07E-06,-5.97E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.039415075
2.16E-05,-4.665546249,0.00052916,-3.276412992,0.00068077,-3.17E+00,6.81E-05,-4.17E+00,1.18E+00,15,2.255272505,180,2.255272505,180,-2.062642616
0.0013324,-2.875365376,0.0006219,-3.206279443,0.00039048,-3.41E+00,3.18E-06,-5.50E+00,1.28E+00,19,2,100,2,100,-2.020242268
2.52E-20,-19.59859946,7.06E-05,-4.151195299,0.0010519,-2.98E+00,0.0070541,-2.15E+00,7.78E-01,6,2.477121255,300,2.477121255,300,-2.215503956
8.16E-11,-10.08830984,2.28E-05,-4.642065153,0.00016141,-3.79E+00,0.0010211,-2.99E+00,1.20E+00,16,2.100370545,126,2.496929648,314,-2.109640469
0.0019709,-2.70533541,0.0006166,-3.20999648,0.00033025,-3.48E+00,1.14E-06,-5.94E+00,1.28E+00,19,1.84509804,70,1.84509804,70,-2.008849268
0.00015033,-3.822954343,0.0036828,-2.433821866,0.0047379,-2.32E+00,0.00047361,-3.32E+00,4.77E-01,3,2.255272505,180,2.255272505,180,-2.618000978
0.00071023,-3.148600987,0.00033149,-3.479529568,0.00020814,-3.68E+00,1.69E-06,-5.77E+00,1.08E+00,12,2,100,2,100,-2.692632344
2.01E-21,-20.69680394,5.63E-06,-5.249491605,8.38E-05,-4.08E+00,0.00056213,-3.25E+00,1.30E+00,20,2.477121255,300,2.477121255,300,-2.268354837
6.68E-13,-12.17522354,2.70E-05,-4.568636236,9.45E-05,-4.02E+00,4.37E-05,-4.36E+00,1.18E+00,15,2.471291711,296,2.365487985,232,-2.855363532
0.11948,-0.922704786,0.037379,-1.427372321,0.02002,-1.70E+00,6.93E-05,-4.16E+00,4.77E-01,3,1.84509804,70,1.84509804,70,-1.829503594
3.26E-05,-4.4867824,0.00079899,-3.097458656,0.0010279,-2.99E+00,0.00010275,-3.99E+00,1.20E+00,16,2.255272505,180,2.255272505,180,-1.827630623
0.31002,-0.508610288,0.1447,-0.839531469,0.090854,-1.04E+00,0.00073914,-3.13E+00,0.00E+00,1,2,100,2,100,-2.211004852
2.34E-20,-19.63078414,6.54E-05,-4.184422252,0.00097379,-3.01E+00,0.0065306,-2.19E+00,6.02E-01,4,2.477121255,300,2.477121255,300,-2.601174933
1.19E-09,-8.924453039,0.00030819,-3.511181457,0.00044488,-3.35E+00,4.60E-06,-5.34E+00,1.28E+00,19,2.540329475,347,2.240549248,174,-2.166368483
0.014903,-1.826726299,0.0046623,-2.331399785,0.0024972,-2.60E+00,8.64E-06,-5.06E+00,7.78E-01,6,1.84509804,70,1.84509804,70,-2.1314496
5.08E-06,-5.294136288,0.00012443,-3.905074899,0.00016008,-3.80E+00,1.60E-05,-4.80E+00,1.28E+00,19,2.255272505,180,2.255272505,180,-2.485970522
0.0053184,-2.274219002,0.0024823,-2.605145733,0.0015586,-2.81E+00,1.27E-05,-4.90E+00,9.03E-01,8,2,100,2,100,-2.170426084
1.87E-21,-20.72815839,5.23E-06,-5.281498311,7.78E-05,-4.11E+00,0.00052183,-3.28E+00,1.20E+00,16,2.477121255,300,2.477121255,300,-2.49448374
0.032504,-1.488063191,0.01157,-1.936666641,0.0066147,-2.18E+00,4.01E-05,-4.40E+00,4.77E-01,3,1.785329835,61,1.908485019,81,-2.334456531
